filepath,class,label
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4189.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3738.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1039.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5064.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1537.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2252.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\195.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2594.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3056.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4799.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\860.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1611.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4401.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1930.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4409.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1503.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1773.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2300.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4835.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3796.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4278.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\484.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4179.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\201.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4030.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\336.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1381.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2319.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5373.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\78.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\110.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3537.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6236.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4050.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1906.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3982.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3068.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4679.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1252.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3379.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2283.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6272.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2677.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4054.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\206.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2402.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5414.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1639.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4802.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\887.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\354.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3172.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1765.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1815.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3454.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\399.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1762.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\393.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5837.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3462.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3455.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\587.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5805.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5195.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\852.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2724.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1741.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2419.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1809.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\541.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1167.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1738.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5305.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3698.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5375.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6059.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\581.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1929.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3490.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5115.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3591.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2856.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5955.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\811.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4115.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\876.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5457.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4771.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3644.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2245.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4818.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3167.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4368.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\381.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2406.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3202.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2072.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6007.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4890.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4719.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5393.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1003.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\500.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2141.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4883.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1900.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4245.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4335.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\787.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3646.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2374.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1503.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4915.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5398.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\474.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4082.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\996.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1156.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3103.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4830.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5065.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5582.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4260.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2874.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2744.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4169.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2034.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3850.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5549.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4015.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1108.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5350.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5492.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\884.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2812.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\637.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4746.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6231.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4101.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3572.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3628.jpg,Malignant,1
